objectid,filename,youtubeid,title,format,description,creator,recipient,date,date-is-approximate?,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language,relation
coll01,objects/button_librarian.jpg,,"Photo of Library Director, Mamie ",image/jpeg,Image of Library Director in Button Suit ,N/A,N/A,1960,c. 1960 ,,Libraries ,"Mechanicsville, Iowa ",41.9028° ,91.2546° ,,,,"libraries, buttons",,photograph ,,,,,
